hidden_size,num_epochs,batch_size,learning_rate,dropout_prob,MSE,R2
"[512, 256, 128]",18,32,0.01,0.2,0.005469158291816711,0.9733785258824246
"[512, 256, 128]",42,32,0.001,0.0,0.010540041141211987,0.954246522850939
"[512, 256, 128]",136,32,0.001,0.1,0.005599644035100937,0.9747888723953438
"[512, 256, 128]",57,32,0.001,0.2,0.006238276604562998,0.9716010988750263
"[512, 256, 128]",14,64,0.01,0.0,0.005573067348450422,0.9750512419758768
"[512, 256, 128]",43,64,0.01,0.1,0.004866146948188543,0.9782901247755796
"[512, 256, 128]",20,64,0.01,0.2,0.005437958985567093,0.974084545891519
"[512, 256, 128]",79,64,0.001,0.0,0.011194235645234585,0.9514037588762847
"[512, 256, 128]",129,64,0.001,0.1,0.005957577843219042,0.9734578800635199
"[512, 256, 128]",63,64,0.001,0.2,0.0073202368803322315,0.9657006507165757
"[512, 256, 128]",23,128,0.01,0.0,0.005722498055547476,0.9747396852516613
"[512, 256, 128]",50,128,0.01,0.1,0.005284999962896109,0.9761751084980368
"[512, 256, 128]",23,128,0.01,0.2,0.006296160630881786,0.9696241430669419
"[512, 256, 128]",190,128,0.001,0.0,0.011556871235370636,0.9499417358298312
"[512, 256, 128]",153,128,0.001,0.1,0.006884338334202766,0.9692814740205903
"[512, 256, 128]",64,128,0.001,0.2,0.010051975026726723,0.9522224763601365
"[512, 256, 128]",46,256,0.01,0.0,0.006674893666058779,0.9711588109449721
"[512, 256, 128]",64,256,0.01,0.1,0.005587875843048096,0.9745151502958038
"[512, 256, 128]",49,256,0.01,0.2,0.006282330024987459,0.969881896238073
"[512, 256, 128]",200,256,0.001,0.0,0.011792420409619808,0.9488251938536229
"[512, 256, 128]",199,256,0.001,0.1,0.00787909422069788,0.9645017869040055
"[512, 256, 128]",131,256,0.001,0.2,0.010539819486439228,0.9493739498163045
"[512, 256, 512]",9,16,0.01,0.0,0.005633664783090353,0.975115439641882
"[512, 256, 512]",8,16,0.01,0.1,0.005531189031898975,0.9750833115368369
"[512, 256, 512]",2,16,0.01,0.2,0.008890997618436813,0.9533942778461028
"[512, 256, 512]",31,16,0.001,0.0,0.009476492181420326,0.9589437274188176
"[512, 256, 512]",32,16,0.001,0.1,0.007912235334515572,0.9624504637746175
"[512, 256, 512]",24,16,0.001,0.2,0.014077526517212391,0.9268699962817397
"[512, 256, 512]",9,32,0.01,0.0,0.005828713066875935,0.9745597077049178
"[512, 256, 512]",19,32,0.01,0.1,0.005777810700237751,0.9722381881931873
"[512, 256, 512]",12,32,0.01,0.2,0.010108710266649723,0.9457725469780182
"[512, 256, 512]",51,32,0.001,0.0,0.012060166336596012,0.9484940693407414
"[512, 256, 512]",37,32,0.001,0.1,0.008261472918093204,0.9611940531905747
"[512, 256, 512]",22,32,0.001,0.2,0.017252858728170395,0.9072001383307662
"[512, 256, 512]",12,64,0.01,0.0,0.006501302123069763,0.971484764970981
"[512, 256, 512]",17,64,0.01,0.1,0.006103217136114836,0.971500110833833
"[512, 256, 512]",9,64,0.01,0.2,0.013114470057189465,0.9300169537589708
"[512, 256, 512]",81,64,0.001,0.0,0.011637376621365547,0.949189074114863
"[512, 256, 512]",64,64,0.001,0.1,0.009259935468435287,0.9562144860990912
"[512, 256, 512]",32,64,0.001,0.2,0.02035035938024521,0.8895931005899979
"[512, 256, 512]",21,128,0.01,0.0,0.007320196833461523,0.967694496303838
"[512, 256, 512]",30,128,0.01,0.1,0.006934722885489464,0.9671007623648447
"[512, 256, 512]",19,128,0.01,0.2,0.01574891060590744,0.9090513859168331
"[512, 256, 512]",141,128,0.001,0.0,0.011804197914898396,0.9495228340290214
"[512, 256, 512]",104,128,0.001,0.1,0.00983173493295908,0.9535687904288205
"[512, 256, 512]",36,128,0.001,0.2,0.02665581926703453,0.8547750592762801
"[512, 256, 512]",39,256,0.01,0.0,0.007448624353855848,0.9672768496143851
"[512, 256, 512]",25,256,0.01,0.1,0.007903281599283218,0.9621761850840224
"[512, 256, 512]",29,256,0.01,0.2,0.014227568171918392,0.9230505404822961
"[512, 256, 512]",198,256,0.001,0.0,0.01375045906752348,0.9404019578348016
"[512, 256, 512]",95,256,0.001,0.1,0.012917282059788704,0.9399202842976561
"[512, 256, 512]",75,256,0.001,0.2,0.025850484147667885,0.8619858064071161
"[512, 512, 512]",6,16,0.01,0.0,0.006147181615233421,0.973669570391538
"[512, 512, 512]",7,16,0.01,0.1,0.005335887894034386,0.9759359417202794
"[512, 512, 512]",7,16,0.01,0.2,0.006972543895244598,0.9683812664109419
"[512, 512, 512]",28,16,0.001,0.0,0.011044144630432129,0.9519306296262009
"[512, 512, 512]",28,16,0.001,0.1,0.00693897157907486,0.9688787225478876
"[512, 512, 512]",36,16,0.001,0.2,0.010980779305100441,0.9445141834226077
"[512, 512, 512]",10,32,0.01,0.0,0.006216015201061964,0.9724328675297564
"[512, 512, 512]",25,32,0.01,0.1,0.00532790832221508,0.9746658354551474
"[512, 512, 512]",7,32,0.01,0.2,0.007599367760121822,0.9637309847732101
"[512, 512, 512]",42,32,0.001,0.0,0.011790177784860134,0.9487341401648497
"[512, 512, 512]",60,32,0.001,0.1,0.007572663947939873,0.9654345900720465
"[512, 512, 512]",18,32,0.001,0.2,0.01947568915784359,0.8999252357880897
"[512, 512, 512]",14,64,0.01,0.0,0.0066178105771541595,0.9705682639646589
"[512, 512, 512]",24,64,0.01,0.1,0.006017015315592289,0.9720554965923295
"[512, 512, 512]",12,64,0.01,0.2,0.008261565119028091,0.959099086881872
"[512, 512, 512]",92,64,0.001,0.0,0.011439437046647072,0.9500061460354855
"[512, 512, 512]",78,64,0.001,0.1,0.008639736101031303,0.9596798763285934
"[512, 512, 512]",72,64,0.001,0.2,0.016536174342036247,0.9146847501142898
"[512, 512, 512]",25,128,0.01,0.0,0.0072671351954340935,0.9684028010380987
"[512, 512, 512]",31,128,0.01,0.1,0.006485116668045521,0.9692862399040623
"[512, 512, 512]",13,128,0.01,0.2,0.013533646240830421,0.9284127306171135
"[512, 512, 512]",177,128,0.001,0.0,0.011884840205311775,0.9488559165811399
"[512, 512, 512]",79,128,0.001,0.1,0.010968928225338459,0.949088267662423
"[512, 512, 512]",57,128,0.001,0.2,0.02162078022956848,0.8889213317993513
"[512, 512, 512]",34,256,0.01,0.0,0.007407210301607847,0.9675685375687323
"[512, 512, 512]",61,256,0.01,0.1,0.006565299816429615,0.9694924418312829
"[512, 512, 512]",29,256,0.01,0.2,0.014024633914232254,0.9233768548153688
"[512, 512, 512]",200,256,0.001,0.0,0.01240628957748413,0.9465846731138043
"[512, 512, 512]",90,256,0.001,0.1,0.014356574043631554,0.9330645120747479
"[512, 512, 512]",85,256,0.001,0.2,0.027562879025936127,0.8584327036626787
