hidden_size,num_epochs,batch_size,learning_rate,dropout_prob,MSE,R2
"[32, 64, 32]",1,16,0.1,0.2,0.1070035547018051,0.2950461659008283
"[32, 64, 32]",12,16,0.1,0.1,0.0227073282003402,0.8778046440497667
"[128, 128, 128]",22,16,0.1,0.0,0.0066053634509444,0.9716203820623271
"[128, 128, 128]",24,16,0.1,0.1,0.0103872530162334,0.953068361872042
"[128, 128, 128]",5,16,0.1,0.2,0.0303004868328571,0.848968746459467
"[256, 256, 256]",21,16,0.1,0.0,0.0069994139485061,0.967735967499415
"[256, 256, 256]",24,16,0.1,0.1,0.0094910059124231,0.9578707955172096
"[256, 256, 256]",19,16,0.1,0.2,0.0161608718335628,0.9176148082326124
"[512, 512, 512]",20,16,0.1,0.0,0.006635089404881,0.970571398998237
"[512, 512, 512]",25,16,0.1,0.1,0.0101842926815152,0.9555381266147868
"[512, 512, 512]",9,16,0.1,0.0,0.0070088952779769,0.9700667270458676
"[512, 512, 512]",20,16,0.1,0.1,0.0096769239753484,0.954647403922989
"[512, 512, 512]",11,16,0.1,0.2,0.0146096274256706,0.9335941471899007
"[128, 64, 128]",17,16,0.1,0.0,0.0074723456054925,0.9646358557927448
"[128, 64, 128]",1,16,0.1,0.1,0.0304207131266593,0.8321407166515105
"[128, 64, 128]",3,16,0.1,0.2,0.0433970838785171,0.7820437283768333
"[256, 128, 256]",22,16,0.1,0.0,0.0073666987009346,0.9688270741582424
"[256, 128, 256]",26,16,0.1,0.1,0.0101078413426876,0.9520244486096328
"[256, 128, 256]",4,16,0.1,0.2,0.0241146106272935,0.9019362428185376
"[512, 256, 512]",30,16,0.1,0.0,0.0064880652353167,0.9700901361736036
"[512, 256, 512]",10,16,0.1,0.1,0.0105861667543649,0.9513035838323728
"[512, 256, 512]",9,16,0.1,0.2,0.0131664788350462,0.9393080974909992
"[64, 128, 64]",14,16,0.1,0.0,0.0073398584499955,0.9677688229317244
"[64, 128, 64]",2,16,0.1,0.2,0.0542994849383831,0.6653325540110016
"[128, 256, 128]",13,16,0.1,0.0,0.0074566705152392,0.9656647143416096
"[128, 256, 128]",12,16,0.1,0.2,0.0228667836636304,0.9082556731247928
"[256, 512, 256]",12,16,0.1,0.0,0.0067662582732737,0.9697924502724034
"[256, 512, 256]",16,16,0.1,0.1,0.0111106131225824,0.9473748563460582
"[256, 512, 256]",14,16,0.1,0.2,0.0135202091187238,0.9405793165301826
"[16, 16, 16]",178,32,0.001,0.0,0.0071140835061669,0.9677041454782844
"[16, 16, 16]",43,32,0.001,0.1,0.0301608201116323,0.8526171352523231
"[16, 16, 16]",65,32,0.001,0.2,0.0383334979414939,0.7946789588612164
"[32, 32, 32]",112,32,0.001,0.0,0.0070389602333307,0.9679975864705016
"[32, 32, 32]",91,32,0.001,0.1,0.0163872092962265,0.9218702062085702
"[32, 32, 32]",34,32,0.001,0.2,0.0283832550048828,0.8649659987643388
"[64, 64, 64]",114,32,0.001,0.0,0.0069871209561824,0.9682981982156522
"[64, 64, 64]",133,32,0.001,0.1,0.0128930592909455,0.9404029293807
"[64, 64, 64]",79,32,0.001,0.2,0.016617976129055,0.9203404165711362
"[16, 8, 16]",143,32,0.001,0.0,0.0072989393956959,0.9674298302755268
"[16, 8, 16]",24,32,0.001,0.1,0.0378219150006771,0.7981324700211422
"[16, 8, 16]",105,32,0.001,0.2,0.0449492707848548,0.755912606215605
"[32, 16, 32]",121,32,0.001,0.0,0.0073160571046173,0.9665470397862116
"[32, 16, 32]",92,32,0.001,0.1,0.0185586754232645,0.9146909413264644
"[32, 16, 32]",58,32,0.001,0.2,0.0301933400332927,0.8427577710080216
"[64, 32, 64]",107,32,0.001,0.0,0.0071275518275797,0.9681333698637448
"[64, 32, 64]",58,32,0.001,0.1,0.0158198904246091,0.926933878009346
"[64, 32, 64]",76,32,0.001,0.2,0.0175599176436662,0.9187225396706602
"[16, 32, 16]",148,32,0.001,0.0,0.0070681241340935,0.9677782354736468
"[16, 32, 16]",74,32,0.001,0.1,0.0210280586034059,0.9013190619721734
"[16, 32, 16]",68,32,0.001,0.2,0.029594000428915,0.8593971227620959
"[32, 64, 32]",114,32,0.001,0.0,0.0070755700580775,0.968065828694324
"[32, 64, 32]",60,32,0.001,0.1,0.0164454896003007,0.9245572062048394
"[32, 64, 32]",104,32,0.001,0.2,0.0209667533636093,0.8990460082654899
"[32, 64, 32]",83,32,0.001,0.0,0.0074087087996304,0.966729466553816
"[32, 64, 32]",80,32,0.001,0.1,0.0161029752343893,0.926352230245702
"[32, 64, 32]",44,32,0.001,0.2,0.0319304689764976,0.8304151587955764
"[128, 128, 128]",131,32,0.001,0.0,0.0068799383006989,0.9691011481971356
"[128, 128, 128]",66,32,0.001,0.1,0.0144694922491908,0.931984541623625
"[128, 128, 128]",53,32,0.001,0.2,0.0170532688498497,0.9212162148342592
"[256, 256, 256]",200,32,0.001,0.0,0.0065081673674285,0.9705311853167562
"[256, 256, 256]",73,32,0.001,0.1,0.0119129596278071,0.9450556998236284
"[256, 256, 256]",61,32,0.001,0.2,0.0165708437561988,0.92180546615828
"[512, 512, 512]",120,32,0.001,0.0,0.0067514046095311,0.9694765483425128
"[512, 512, 512]",70,32,0.001,0.1,0.0115259448066353,0.9481137398695624
"[512, 512, 512]",73,32,0.001,0.2,0.0131335454061627,0.9401872990202832
"[128, 64, 128]",148,32,0.001,0.0,0.0065938509069383,0.9703964645551784
"[128, 64, 128]",31,32,0.001,0.1,0.0193856135010719,0.9113230303489316
"[128, 64, 128]",85,32,0.001,0.2,0.01607446372509,0.9249181449299184
"[256, 128, 256]",142,32,0.001,0.0,0.0067583071067929,0.9699261352987222
"[256, 128, 256]",52,32,0.001,0.1,0.0143218003213405,0.9335786352819068
"[256, 128, 256]",62,32,0.001,0.2,0.0162561647593975,0.9255414573808662
"[512, 256, 512]",127,32,0.001,0.0,0.0068289991468191,0.9692843151683542
"[512, 256, 512]",82,32,0.001,0.1,0.0115702347829937,0.9469674778632332
"[512, 256, 512]",92,32,0.001,0.2,0.0118929734453558,0.9465009018836764
"[64, 128, 64]",122,32,0.001,0.0,0.0069422163069248,0.9687438183321452
"[64, 128, 64]",97,32,0.001,0.1,0.0132621265947818,0.9366318818952448
"[64, 128, 64]",82,32,0.001,0.2,0.0196470543742179,0.9035362245349788
"[128, 256, 128]",156,32,0.001,0.0,0.0069372770376503,0.968911504616071
"[128, 256, 128]",102,32,0.001,0.1,0.0113504566252231,0.9485059542360962
"[128, 256, 128]",107,32,0.001,0.2,0.0133477021008729,0.937680009004863
"[256, 512, 256]",101,32,0.001,0.0,0.0069428761489689,0.9686611404503924
"[256, 512, 256]",77,32,0.001,0.1,0.0128995217382907,0.9411044838205448
"[256, 512, 256]",91,32,0.001,0.2,0.0129529982805252,0.9412719122837692
"[16, 16, 16]",43,32,0.01,0.0,0.0072329430840909,0.9677874146715502
"[16, 16, 16]",52,32,0.01,0.1,0.0171595755964517,0.9161195535162376
"[16, 16, 16]",27,32,0.01,0.2,0.0305028669536113,0.836080133544306
"[32, 32, 32]",16,32,0.01,0.0,0.0075448220595717,0.9661209699746744
"[32, 32, 32]",34,32,0.01,0.1,0.0135824605822563,0.9360223199212993
"[32, 32, 32]",30,32,0.01,0.2,0.0211712662130594,0.8907234531546205
"[64, 64, 64]",20,32,0.01,0.0,0.0069326316006481,0.9688865118598176
"[64, 64, 64]",37,32,0.01,0.1,0.0113875987008214,0.9464673722411702
"[64, 64, 64]",70,32,0.01,0.2,0.0119598833844065,0.944771758477649
"[16, 8, 16]",37,32,0.01,0.1,0.0343762896955013,0.8064044579058691
"[32, 16, 32]",57,32,0.01,0.0,0.0067209773696959,0.9693763346011444
"[32, 16, 32]",54,32,0.01,0.1,0.0125599475577473,0.9426615201378143
"[32, 16, 32]",20,32,0.01,0.2,0.0308301225304603,0.8439879759571127
"[64, 32, 64]",51,32,0.01,0.0,0.0065950793214142,0.970898187958968
"[64, 32, 64]",69,32,0.01,0.1,0.0118641220033168,0.9466683191107848
"[64, 32, 64]",51,32,0.01,0.2,0.0137973520904779,0.9355448916009388
"[16, 32, 16]",80,32,0.01,0.0,0.0072631551884114,0.9667804313330712
"[16, 32, 16]",42,32,0.01,0.1,0.019130365923047,0.9131373118626552
"[16, 32, 16]",54,32,0.01,0.2,0.0275755953043699,0.856792591458966
"[32, 64, 32]",41,32,0.01,0.0,0.0069531234912574,0.9686230449521804
"[32, 64, 32]",24,32,0.01,0.1,0.0139469699934124,0.9361486059401484
"[32, 64, 32]",50,32,0.01,0.2,0.0150527041405439,0.9268696385715588
"[32, 64, 32]",32,32,0.01,0.0,0.006921405903995,0.9680385670001688
"[32, 64, 32]",46,32,0.01,0.1,0.012835593894124,0.9398832669384264
"[32, 64, 32]",11,32,0.01,0.2,0.0268236435949802,0.8705017148722719
"[128, 128, 128]",30,32,0.01,0.0,0.0065216030925512,0.969992650049683
"[128, 128, 128]",33,32,0.01,0.1,0.0100471843034029,0.95332811530912
"[128, 128, 128]",47,32,0.01,0.2,0.0125529430806636,0.9428135874703212
"[256, 256, 256]",40,32,0.01,0.0,0.0063348389230668,0.9720726082095696
"[256, 256, 256]",32,32,0.01,0.1,0.0087279379367828,0.9602588428416552
"[256, 256, 256]",31,32,0.01,0.2,0.0105647835880517,0.9519615380610228
"[512, 512, 512]",32,32,0.01,0.0,0.0064978087320923,0.97085507228719
"[512, 512, 512]",46,32,0.01,0.1,0.0080180587247014,0.9638052111673692
"[512, 512, 512]",40,32,0.01,0.2,0.0091318069025874,0.9594515216095288
"[128, 64, 128]",44,32,0.01,0.0,0.0066556683741509,0.9694971554362848
"[128, 64, 128]",60,32,0.01,0.1,0.0103267030790448,0.954623559063156
"[128, 64, 128]",45,32,0.01,0.2,0.0129135334864258,0.9412088601881567
"[256, 128, 256]",28,32,0.01,0.0,0.006811766885221,0.9685479785272376
"[256, 128, 256]",40,32,0.01,0.1,0.00923134945333,0.9582059729715486
"[256, 128, 256]",28,32,0.01,0.2,0.0116593819111585,0.949666395628796
"[512, 256, 512]",22,32,0.01,0.0,0.0065543693490326,0.9703043089840646
"[512, 256, 512]",42,32,0.01,0.1,0.0079007064923644,0.9629273532825146
"[512, 256, 512]",46,32,0.01,0.2,0.0088577419519424,0.9601302181430584
"[64, 128, 64]",54,32,0.01,0.0,0.0066725518554449,0.9700036117213816
"[64, 128, 64]",39,32,0.01,0.1,0.0110242553055286,0.9509127187828132
"[64, 128, 64]",43,32,0.01,0.2,0.0122681055217981,0.9445677722806568
"[128, 256, 128]",50,32,0.01,0.0,0.0065707862377166,0.9709056709793896
"[128, 256, 128]",45,32,0.01,0.1,0.0097540412098169,0.9555713729515696
"[128, 256, 128]",60,32,0.01,0.2,0.0105450917035341,0.9504478333213816
"[256, 512, 256]",29,32,0.01,0.0,0.0065983016975224,0.9708766705199244
"[256, 512, 256]",42,32,0.01,0.1,0.0085218399763107,0.9615526165142952
"[256, 512, 256]",39,32,0.01,0.2,0.0104413153603672,0.95038547557696
"[16, 16, 16]",34,32,0.1,0.1,0.021832913160324,0.8897787189587236
"[16, 16, 16]",9,32,0.1,0.2,0.0832729041576385,0.4093901248383592
"[32, 32, 32]",15,32,0.1,0.0,0.0079708211123943,0.9615633787278188
"[32, 32, 32]",14,32,0.1,0.1,0.0387724600732326,0.7307307280733926
"[32, 32, 32]",15,32,0.1,0.2,0.0373692065477371,0.7887028286212039
"[64, 64, 64]",9,32,0.1,0.0,0.0077589456923305,0.965235926946341
"[64, 64, 64]",29,32,0.1,0.1,0.0116801625117659,0.9508751746050812
"[64, 64, 64]",19,32,0.1,0.2,0.0178005713969469,0.9120925321102916
"[16, 8, 16]",13,32,0.1,0.0,0.0086484821513295,0.9600574675827704
"[16, 8, 16]",14,32,0.1,0.1,0.0562820918858051,0.6775701068159836
"[32, 16, 32]",33,32,0.1,0.1,0.0206715818494558,0.900927349342847
"[32, 16, 32]",12,32,0.1,0.2,0.033924426883459,0.803411509763801
"[64, 32, 64]",20,32,0.1,0.0,0.007901576347649,0.9619920138524148
"[64, 32, 64]",14,32,0.1,0.1,0.0134128155186772,0.9404858431100146
"[64, 32, 64]",25,32,0.1,0.2,0.0152973709627985,0.929854419645304
"[16, 32, 16]",13,32,0.1,0.1,0.0912248492240905,0.383919859375185
"[32, 64, 32]",16,32,0.1,0.0,0.0076993121765553,0.9646057778565936
"[32, 64, 32]",16,32,0.1,0.1,0.0361354388296604,0.7962715983667863
"[32, 64, 32]",22,32,0.1,0.0,0.007157455664128,0.9683317670430772
"[32, 64, 32]",30,32,0.1,0.1,0.0149753186851739,0.927814045249832
"[128, 128, 128]",22,32,0.1,0.0,0.0067249089479446,0.9698559567204454
"[128, 128, 128]",15,32,0.1,0.1,0.0096864104270935,0.954621916157866
"[128, 128, 128]",19,32,0.1,0.2,0.0154550094157457,0.9190272322588424
"[256, 256, 256]",8,32,0.1,0.0,0.0070887287147343,0.9672105361403806
"[256, 256, 256]",19,32,0.1,0.1,0.0106393955647945,0.9470797505020888
"[256, 256, 256]",25,32,0.1,0.2,0.0101398192346096,0.9525943199270486
"[512, 512, 512]",10,32,0.1,0.0,0.007128675468266,0.9670015443152278
"[512, 512, 512]",32,32,0.1,0.1,0.0082671903073787,0.9634635903771236
"[512, 512, 512]",35,32,0.1,0.2,0.0099562108516693,0.9571446743975198
"[128, 64, 128]",30,32,0.1,0.0,0.0069995229132473,0.9685078889602484
"[128, 64, 128]",26,32,0.1,0.1,0.0098617319017648,0.9531835992412856
"[128, 64, 128]",32,32,0.1,0.2,0.0143279237672686,0.9287290886249786
"[256, 128, 256]",13,32,0.1,0.0,0.0067816949449479,0.9711544946165072
"[256, 128, 256]",14,32,0.1,0.1,0.0098328199237585,0.9541615705980938
"[256, 128, 256]",21,32,0.1,0.2,0.0112987654283642,0.9492611529946016
"[512, 256, 512]",32,32,0.1,0.0,0.0067114285193383,0.9696343308228436
"[512, 256, 512]",40,32,0.1,0.1,0.0087258955463767,0.9576872241907892
"[512, 256, 512]",37,32,0.1,0.2,0.0095707178115844,0.9552694711161044
"[64, 128, 64]",22,32,0.1,0.0,0.007283158134669,0.9669258053162588
"[64, 128, 64]",24,32,0.1,0.1,0.0159660968929529,0.9192503404688308
"[64, 128, 64]",7,32,0.1,0.2,0.0647418051958084,0.5850046462879706
"[128, 256, 128]",26,32,0.1,0.0,0.0069232871755957,0.9696174283247386
"[128, 256, 128]",23,32,0.1,0.1,0.0089809466153383,0.956076351663142
"[128, 256, 128]",36,32,0.1,0.2,0.0134820025414228,0.9408155458782114
"[256, 512, 256]",26,32,0.1,0.0,0.0063754017464816,0.9722833979293054
"[256, 512, 256]",21,32,0.1,0.1,0.0099664600566029,0.951934896327046
"[256, 512, 256]",19,32,0.1,0.2,0.0105929085984826,0.951471799071842
"[16, 16, 16]",197,64,0.001,0.0,0.0072048655711114,0.9674181371954113
"[16, 16, 16]",26,64,0.001,0.1,0.0488110855221748,0.735284445711226
"[16, 16, 16]",40,64,0.001,0.2,0.0716516003012657,0.5400483779054387
"[32, 32, 32]",200,64,0.001,0.0,0.0073165725916624,0.9666669745147072
"[32, 32, 32]",84,64,0.001,0.1,0.0203302819281816,0.9014980100259652
"[32, 32, 32]",83,64,0.001,0.2,0.0305562000721693,0.8473237485315859
"[64, 64, 64]",197,64,0.001,0.0,0.0070350700989365,0.9684353464558894
"[64, 64, 64]",98,64,0.001,0.1,0.0185066498816013,0.9132251714242272
"[64, 64, 64]",101,64,0.001,0.2,0.0202873758971691,0.9025673861430784
"[16, 8, 16]",198,64,0.001,0.0,0.0076207462698221,0.9655848133074032
"[16, 8, 16]",73,64,0.001,0.1,0.0259545892477035,0.8701688517198403
"[16, 8, 16]",46,64,0.001,0.2,0.0671472623944282,0.6023887244033653
"[32, 16, 32]",199,64,0.001,0.0,0.0072776675224304,0.9670738707942922
"[32, 16, 32]",75,64,0.001,0.1,0.0265479926019907,0.8689370143386717
"[32, 16, 32]",90,64,0.001,0.2,0.0345843844115734,0.8280186015493218
"[64, 32, 64]",158,64,0.001,0.0,0.0071568647399544,0.9677635412604096
"[64, 32, 64]",111,64,0.001,0.1,0.0189327634871006,0.913568044247246
"[64, 32, 64]",80,64,0.001,0.2,0.0224147625267505,0.8952502787369928
"[16, 32, 16]",200,64,0.001,0.0,0.0072607062757015,0.967335247083568
"[16, 32, 16]",83,64,0.001,0.1,0.026373416185379,0.8700050291105129
"[16, 32, 16]",68,64,0.001,0.2,0.0341388545930385,0.8343833502668645
"[32, 64, 32]",199,64,0.001,0.0,0.0073334332555532,0.9672701629891808
"[32, 64, 32]",111,64,0.001,0.1,0.0170478541404008,0.921490451610003
"[32, 64, 32]",69,64,0.001,0.2,0.0267804842442274,0.8693223907834554
"[32, 64, 32]",159,64,0.001,0.0,0.0075457277707755,0.9655389254692672
"[32, 64, 32]",90,64,0.001,0.1,0.0206791311502456,0.9008222437307472
"[32, 64, 32]",65,64,0.001,0.2,0.0266804080456495,0.8700242995622345
"[128, 128, 128]",200,64,0.001,0.0,0.0070853494107723,0.9677940803720976
"[128, 128, 128]",118,64,0.001,0.1,0.0153402565047144,0.9295629022810769
"[128, 128, 128]",132,64,0.001,0.2,0.017065891996026,0.9204825440100516
"[256, 256, 256]",196,64,0.001,0.0,0.0069260164164006,0.9686266561077642
"[256, 256, 256]",52,64,0.001,0.1,0.0178210157901048,0.9153441877892018
"[256, 256, 256]",87,64,0.001,0.2,0.0179399885237216,0.9142054027994538
"[512, 512, 512]",199,64,0.001,0.0,0.0067599262110888,0.969723315213158
"[512, 512, 512]",79,64,0.001,0.1,0.0135030895471572,0.9371569638048028
"[512, 512, 512]",66,64,0.001,0.2,0.0162639021873474,0.9241504662817768
"[128, 64, 128]",191,64,0.001,0.0,0.0069289994426071,0.9687569288909712
"[128, 64, 128]",95,64,0.001,0.1,0.0176751390099525,0.9171751306695496
"[128, 64, 128]",126,64,0.001,0.2,0.0189079456031322,0.9097552137210296
"[256, 128, 256]",197,64,0.001,0.0,0.0067900200374424,0.969584311580478
"[256, 128, 256]",69,64,0.001,0.1,0.0163773577660322,0.9249343049282196
"[256, 128, 256]",93,64,0.001,0.2,0.0184146873652935,0.9155105214311186
"[512, 256, 512]",161,64,0.001,0.0,0.0069929910823702,0.9684380626350374
"[512, 256, 512]",70,64,0.001,0.1,0.013785995543003,0.937327708694274
"[512, 256, 512]",97,64,0.001,0.2,0.0153939817100763,0.9284054814650684
"[64, 128, 64]",199,64,0.001,0.0,0.0072021810337901,0.9674733711042968
"[64, 128, 64]",121,64,0.001,0.1,0.0140703273937106,0.9342193613755212
"[64, 128, 64]",137,64,0.001,0.2,0.0178680773824453,0.9141431150082828
"[128, 256, 128]",196,64,0.001,0.0,0.0070798038505017,0.9680085521290036
"[128, 256, 128]",101,64,0.001,0.1,0.0152387619018554,0.9299032309855232
"[128, 256, 128]",39,64,0.001,0.2,0.0263433400541543,0.8687517947031439
"[256, 512, 256]",200,64,0.001,0.0,0.0068209343589842,0.969239186471094
"[256, 512, 256]",70,64,0.001,0.1,0.0140556469559669,0.9344920939873972
"[256, 512, 256]",51,64,0.001,0.2,0.0202307812869548,0.9062552141974396
"[16, 16, 16]",44,64,0.01,0.0,0.0074480767361819,0.96564485068412
"[16, 16, 16]",14,64,0.01,0.1,0.036307968199253,0.8019787526349678
"[16, 16, 16]",40,64,0.01,0.2,0.041574377566576,0.7544585765297094
"[32, 32, 32]",21,64,0.01,0.0,0.0075965016148984,0.9656102989757492
"[32, 32, 32]",43,64,0.01,0.1,0.0160997342318296,0.9259248314796086
"[32, 32, 32]",35,64,0.01,0.2,0.0243234187364578,0.8723508628777559
"[64, 64, 64]",79,64,0.01,0.0,0.0066672055982053,0.9700206761497664
"[64, 64, 64]",46,64,0.01,0.1,0.0126151675358414,0.9420018758477762
"[64, 64, 64]",66,64,0.01,0.2,0.0146715370938181,0.9331506067871482
"[16, 8, 16]",23,64,0.01,0.1,0.0291983000934124,0.8505249403245566
"[16, 8, 16]",18,64,0.01,0.2,0.0685819461941719,0.611025686551927
"[32, 16, 32]",73,64,0.01,0.0,0.0067450539208948,0.9697357338385204
"[32, 16, 32]",41,64,0.01,0.1,0.0136226918548345,0.9342096982887608
"[32, 16, 32]",64,64,0.01,0.2,0.0204717647284269,0.8944673221722514
"[64, 32, 64]",59,64,0.01,0.0,0.0068044858053326,0.9689993555571124
"[64, 32, 64]",41,64,0.01,0.1,0.0135562689974904,0.9365078154873364
"[64, 32, 64]",32,64,0.01,0.2,0.0189789775758981,0.9013611206159226
"[16, 32, 16]",55,64,0.01,0.0,0.0074455151334404,0.9660464801529848
"[16, 32, 16]",54,64,0.01,0.1,0.0186826158314943,0.909602021082249
"[16, 32, 16]",34,64,0.01,0.2,0.0534061603248119,0.719399183013628
"[32, 64, 32]",28,64,0.01,0.0,0.0073471209034323,0.966140387788336
"[32, 64, 32]",31,64,0.01,0.1,0.0174437407404184,0.9126295170312618
"[32, 64, 32]",42,64,0.01,0.2,0.0228800140321254,0.8941462544088986
"[32, 64, 32]",60,64,0.01,0.0,0.0071260659024119,0.9677625064010554
"[32, 64, 32]",17,64,0.01,0.1,0.0179492998868227,0.910676733409272
"[32, 64, 32]",46,64,0.01,0.2,0.0209428295493125,0.9010978384353832
"[128, 128, 128]",41,64,0.01,0.0,0.0067033357918262,0.9697056101866308
"[128, 128, 128]",35,64,0.01,0.1,0.0105867022648453,0.951830358793647
"[128, 128, 128]",59,64,0.01,0.2,0.0138471284881234,0.9384764683405228
"[256, 256, 256]",34,64,0.01,0.0,0.0068469732068479,0.968996671553524
"[256, 256, 256]",63,64,0.01,0.1,0.0084869880229234,0.9618168227898144
"[256, 256, 256]",65,64,0.01,0.2,0.0101144704967737,0.9544570949929264
"[512, 512, 512]",37,64,0.01,0.0,0.0066302679479122,0.9708300326661472
"[512, 512, 512]",32,64,0.01,0.1,0.0092243738472461,0.9563723128351134
"[512, 512, 512]",27,64,0.01,0.2,0.0104839410632848,0.951549107750374
"[128, 64, 128]",55,64,0.01,0.0,0.0068192272447049,0.9688175740412306
"[128, 64, 128]",18,64,0.01,0.1,0.0119988732039928,0.9426686286739652
"[128, 64, 128]",21,64,0.01,0.2,0.0175592936575412,0.9179603944432748
"[256, 128, 256]",41,64,0.01,0.0,0.0065194773487746,0.9712569132345062
"[256, 128, 256]",60,64,0.01,0.1,0.0087152635678648,0.9611726048568648
"[256, 128, 256]",50,64,0.01,0.2,0.011656823568046,0.9478304806153754
"[512, 256, 512]",41,64,0.01,0.0,0.0064499462023377,0.9703637314544814
"[512, 256, 512]",43,64,0.01,0.1,0.0089232232421636,0.9595643774373408
"[512, 256, 512]",39,64,0.01,0.2,0.0100520327687263,0.9541380309524904
"[64, 128, 64]",74,64,0.01,0.0,0.0067404559813439,0.9695100392433164
"[64, 128, 64]",36,64,0.01,0.1,0.01230841409415,0.9417447751850871
"[64, 128, 64]",47,64,0.01,0.2,0.0153803518041968,0.927781945538086
"[128, 256, 128]",44,64,0.01,0.0,0.0069345980882644,0.9688374456277898
"[128, 256, 128]",53,64,0.01,0.1,0.0108789019286632,0.9499557481388788
"[128, 256, 128]",74,64,0.01,0.2,0.0120691945776343,0.9451312598772588
"[256, 512, 256]",37,64,0.01,0.0,0.0065301530994474,0.9704161264532932
"[256, 512, 256]",60,64,0.01,0.1,0.0087565146386623,0.9591596148438593
"[256, 512, 256]",54,64,0.01,0.2,0.0102397641167044,0.9527685355459732
"[16, 16, 16]",40,64,0.1,0.1,0.0241502728313207,0.8724253338256833
"[16, 16, 16]",29,64,0.1,0.2,0.0613233745098114,0.6184118041237243
"[32, 32, 32]",14,64,0.1,0.0,0.0077885412611067,0.9620803541708672
"[32, 32, 32]",18,64,0.1,0.1,0.0172340013086795,0.9201048490865612
"[32, 32, 32]",24,64,0.1,0.2,0.0281366128474473,0.8763438994194493
"[64, 64, 64]",10,64,0.1,0.0,0.0076693478040397,0.964455457719472
"[64, 64, 64]",52,64,0.1,0.1,0.0114657571539282,0.944915290988308
"[64, 64, 64]",40,64,0.1,0.2,0.0169286802411079,0.9285818554792192
"[16, 8, 16]",17,64,0.1,0.0,0.0089545827358961,0.9610401209503248
"[16, 8, 16]",26,64,0.1,0.1,0.0336751081049442,0.8197636155478556
"[32, 16, 32]",34,64,0.1,0.0,0.0068715163506567,0.9686411669952
"[32, 16, 32]",31,64,0.1,0.2,0.0321284048259258,0.8290938138380717
"[64, 32, 64]",21,64,0.1,0.1,0.0117262965068221,0.9450165257590508
"[64, 32, 64]",38,64,0.1,0.2,0.0222667232155799,0.8763939473813134
"[16, 32, 16]",19,64,0.1,0.1,0.0517172329127788,0.6800875335067824
"[32, 64, 32]",32,64,0.1,0.0,0.0070144785568118,0.9682546238598386
"[32, 64, 32]",14,64,0.1,0.1,0.0215432569384574,0.896181620546699
"[32, 64, 32]",23,64,0.1,0.2,0.0267826281487941,0.8616599691190747
"[32, 64, 32]",10,64,0.1,0.0,0.0080876443535089,0.965359844011638
"[32, 64, 32]",23,64,0.1,0.1,0.0182820968329906,0.9179275040367796
"[128, 128, 128]",38,64,0.1,0.0,0.0066295857541263,0.969835417361467
"[128, 128, 128]",51,64,0.1,0.1,0.0091281160712242,0.9575521907043268
"[128, 128, 128]",33,64,0.1,0.2,0.0114415772259235,0.946869549605738
"[256, 256, 256]",32,64,0.1,0.0,0.0066942381672561,0.9699374571745908
"[256, 256, 256]",30,64,0.1,0.1,0.0101226428523659,0.9534252434070128
"[256, 256, 256]",23,64,0.1,0.2,0.0126278586685657,0.9434620552401616
"[512, 512, 512]",13,64,0.1,0.0,0.0068207057192921,0.9685926051892876
"[512, 512, 512]",12,64,0.1,0.1,0.0089188851416111,0.9581521367110925
"[512, 512, 512]",29,64,0.1,0.2,0.0102146351709961,0.9548338153902968
"[128, 64, 128]",31,64,0.1,0.0,0.0066507561132311,0.9699114619707137
"[128, 64, 128]",41,64,0.1,0.1,0.0116757024079561,0.946883723040746
"[128, 64, 128]",39,64,0.1,0.2,0.0126150473952293,0.9419164990621728
"[256, 128, 256]",36,64,0.1,0.0,0.0062290178611874,0.9723854343110894
"[256, 128, 256]",30,64,0.1,0.1,0.0087834652513265,0.962224323212894
"[256, 128, 256]",16,64,0.1,0.2,0.0107279373332858,0.9490805787903608
"[512, 256, 512]",27,64,0.1,0.0,0.0065363384783267,0.970708052947412
"[512, 256, 512]",24,64,0.1,0.1,0.0085938898846507,0.958347261394735
"[512, 256, 512]",44,64,0.1,0.2,0.0094045158475637,0.9567003858843782
"[64, 128, 64]",17,64,0.1,0.0,0.0071037043817341,0.9672535132894284
"[64, 128, 64]",57,64,0.1,0.1,0.0105637228116393,0.9531698774433014
"[64, 128, 64]",37,64,0.1,0.2,0.0310178250074386,0.8302518138375881
"[128, 256, 128]",38,64,0.1,0.0,0.0068638995289802,0.9690369800185284
"[128, 256, 128]",45,64,0.1,0.1,0.0106137413531541,0.9524119030448288
"[128, 256, 128]",10,64,0.1,0.2,0.0144250812008976,0.9354260845264608
"[256, 512, 256]",19,64,0.1,0.0,0.0067819994874298,0.9687408303048136
"[256, 512, 256]",37,64,0.1,0.1,0.0088346442207694,0.9591597074280676
"[256, 512, 256]",39,64,0.1,0.2,0.0117364367470145,0.9472014494811728
"[16, 16, 16]",200,128,0.001,0.0,0.0078565059229731,0.964630562069024
"[16, 16, 16]",87,128,0.001,0.1,0.0437614358961582,0.769299098372784
"[16, 16, 16]",79,128,0.001,0.2,0.0576342269778251,0.666867456339562
"[32, 32, 32]",200,128,0.001,0.0,0.0078342817723751,0.9645594825306888
"[32, 32, 32]",70,128,0.001,0.1,0.0358457304537296,0.8240180540457438
"[32, 32, 32]",99,128,0.001,0.2,0.0301939882338047,0.8523496455721028
